相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,,0,0,,
相机1,,0,0,,
相机1,,0,0,,
相机1,11:16:32:553_2020_12_08,4,0,0%,26.91
相机1,11:24:21:435_2020_12_08,8,0,0%,24.50
相机1,11:29:26:328_2020_12_08,8,0,0%,24.72
相机1,11:33:43:862_2020_12_08,6,0,0%,24.87
相机1,11:34:55:249_2020_12_08,11,12,52.17%,1008.09
