相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,10:27:01:775_2020_12_28,26,0,0.00%,71.83
相机1,10:53:24:510_2020_12_28,5,0,0%,77.02
相机1,10:54:00:414_2020_12_28,8,0,0%,71.53
相机1,10:55:28:542_2020_12_28,3,0,0%,68.42
相机1,10:58:49:840_2020_12_28,4,0,0%,76.85
相机1,11:00:16:878_2020_12_28,5,0,0%,70.83
相机1,11:08:24:587_2020_12_28,783,0,0.00%,56.54
相机1,13:48:01:347_2020_12_28,12610,0,0.00%,74.00
相机1,13:58:16:175_2020_12_28,35,0,0.00%,54.39
