相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,09:33:11:378_2020_12_24,78,0,0.00%,79.75
相机1,09:35:19:538_2020_12_24,26,0,0.00%,78.56
相机1,09:37:58:484_2020_12_24,20,0,0.00%,78.74
相机1,09:44:06:368_2020_12_24,10,0,0%,32.75
相机1,,0,0,,
相机1,,0,0,,
相机1,09:50:23:970_2020_12_24,16,0,0.00%,79.22
相机1,15:44:48:874_2020_12_24,663,0,0.00%,107.46
相机1,15:52:36:224_2020_12_24,767,0,0.00%,105.62
