相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,16:30:31:733_2020_12_17,146,0,0.00%,78.46
相机1,16:31:21:636_2020_12_17,108,0,0.00%,68.12
相机1,17:12:58:660_2020_12_17,6246,0,0.00%,70.01
