相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,11:10:44:941_2020_12_28,1,0,0%,56.37
相机1,11:14:58:457_2020_12_28,33,0,0.00%,55.11
相机1,16:40:54:407_2020_12_28,2188,0,0.00%,60.21
相机1,16:44:49:121_2020_12_28,19,0,0.00%,54.18
