相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,09:16:55:813_2020_12_09,1200,3,0.25%,28.41
相机1,09:24:13:182_2020_12_09,271,1,0.37%,101.72
相机1,09:27:05:556_2020_12_09,93,2,2.11%,30.85
相机1,10:10:39:961_2020_12_09,608,5,0.82%,984.22
相机1,10:26:03:506_2020_12_09,9,0,0%,1803.18
相机1,,0,0,,
相机1,10:36:52:970_2020_12_09,23,0,0.00%,1231.36
相机1,10:55:55:018_2020_12_09,769,0,0.00%,471.80
相机1,11:06:23:339_2020_12_09,129,0,0.00%,1050.55
相机1,11:09:53:397_2020_12_09,36,0,0.00%,4946.76
