相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,09:31:53:893_2020_12_14,200,0,0.00%,45.92
相机1,16:21:14:610_2020_12_14,27,0,0.00%,138.09
相机1,16:21:47:212_2020_12_14,20,0,0.00%,100.88
相机1,16:27:34:885_2020_12_14,490,0,0.00%,125.39
相机1,16:47:10:695_2020_12_14,738,0,0.00%,1967.35
相机1,16:49:29:599_2020_12_14,44,0,0.00%,1999.25
相机1,16:56:58:136_2020_12_14,637,0,0.00%,72.75
相机1,17:05:17:266_2020_12_14,45,0,0.00%,96.66
相机1,17:11:45:569_2020_12_14,670,0,0.00%,78.53
相机1,,0,0,,
相机1,19:16:54:120_2020_12_14,775,0,0.00%,98.94
