相机,时间,正常计数,失败计数,异常率,节拍时间
相机1,08:47:03:232_2020_12_10,10,0,0%,31.42
相机1,09:04:05:061_2020_12_10,446,0,0.00%,60.66
相机1,10:30:13:464_2020_12_10,1897,0,0.00%,27.35
